BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre06.g307500.t1.1|pacid:27568858'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre12.g553350.t1.2|pacid:27582703'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre04.g222750.t1.1|pacid:27580742'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'g4582.t1|pacid:27580570'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre06.g281600.t2.1|pacid:27569136'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre10.g452800.t1.2|pacid:27579917'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre04.g223250.t1.3|pacid:27580571'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre03.g179800.t1.2|pacid:27576795'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre10.g436550.t1.2|pacid:27579502'	'no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre06.g260250.t1.2|pacid:27569288'	'PRK02507 CemA cemA  no original description'	T
'1.5.3'	'PS.carbon concentrating mechanism.algal'	'cre03.g162800.t1.2|pacid:27576992'	'no original description'	T
'2'	'major CHO metabolism'	''	''	
'2.1'	'major CHO metabolism.synthesis'	''	''	
'2.1.1'	'major CHO metabolism.synthesis.sucrose'	''	''	
'2.1.1.1'	'major CHO metabolism.synthesis.sucrose.SPS'	'cre12.g524000.t1.2|pacid:27581874'	'RfaG Glycos_transf_1   no original description'	T
'2.1.1.2'	'major CHO metabolism.synthesis.sucrose.SPP'	'g18366.t1|pacid:27567710'	'S6PP  no original description'	T
'2.1.1.2'	'major CHO metabolism.synthesis.sucrose.SPP'	'cre06.g283400.t1.2|pacid:27569509'	'S6PP Cof AMPKbeta_GBD_like  no original description'	T
'2.1.1.2'	'major CHO metabolism.synthesis.sucrose.SPP'	'cre07.g348200.t1.3|pacid:27564374'	'S6PP  no original description'	T
'2.1.1.3'	'major CHO metabolism.synthesis.sucrose.FBPase'	''	''	
'2.1.1.1001'	'major CHO metabolism.synthesis.sucrose'	'fructose-6-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch; glycolysis; OPP.oxidative PP'	M
'2.1.1.1002'	'major CHO metabolism.synthesis.sucrose'	'glucose-6-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch; glycolysis; OPP.oxidative PP'	M
'2.1.1.1003'	'major CHO metabolism.synthesis.sucrose'	'glucose-1-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch'	M
'2.1.1.1004'	'major CHO metabolism.synthesis.sucrose'	'glucose-1,6-bisp'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch'	M
'2.1.1.1005'	'major CHO metabolism.synthesis.sucrose'	'fructose-2,6-bisp'	'major CHO metabolism.synthesis.sucrose'	M
'2.1.1.1006'	'major CHO metabolism.synthesis.sucrose'	'udp-glucose'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose'	M
'2.1.1.1007'	'major CHO metabolism.synthesis.sucrose'	'sucrose-6-p'	'major CHO metabolism.synthesis.sucrose'	M
'2.1.1.1008'	'major CHO metabolism.synthesis.sucrose'	'sucrose'	'major CHO metabolism.synthesis.sucrose; major CHO metabolism.degradation.sucrose'	M
'2.1.2'	'major CHO metabolism.synthesis.starch'	''	''	
'2.1.2.1'	'major CHO metabolism.synthesis.starch.AGPase'	'cre03.g188250.t1.2|pacid:27577367'	'glgC GlgC glgC glgC glgC glgC glgC glgC glgC NTP_transferase GCD1 RfbA   no original description'	T
'2.1.2.1'	'major CHO metabolism.synthesis.starch.AGPase'	'g7708.t1|pacid:27564841'	'glgC GlgC glgC glgC glgC glgC glgC glgC glgC NTP_transferase GCD1   no original description'	T
'2.1.2.1'	'major CHO metabolism.synthesis.starch.AGPase'	'cre13.g567950.t1.2|pacid:27573849'	'glgC GlgC glgC glgC glgC NTP_transferase glgC glgC glgC glgC GCD1 RfbA   no original description'	T
'2.1.2.1'	'major CHO metabolism.synthesis.starch.AGPase'	'cre16.g683450.t1.2|pacid:27566438'	'glgC GlgC glgC glgC glgC NTP_transferase glgC glgC glgC glgC   no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre13.g579600.t2.1|pacid:27574001'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'g14239.t1|pacid:27573407'	'no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre06.g257050.t1.3|pacid:27568122'	'GlgA glgA  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre04.g215150.t2.1|pacid:27580740'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre13.g579600.t1.3|pacid:27574002'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre16.g663850.t1.3|pacid:27567667'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre03.g185250.t1.2|pacid:27577042'	'glgA GlgA Glyco_transf_5 RfaG  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre12.g521700.t1.2|pacid:27582751'	'glgA GlgA Glyco_transf_5 PRK07003  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre04.g215150.t1.2|pacid:27580741'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre16.g665800.t1.2|pacid:27566425'	'glgA GlgA Glyco_transf_5  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre06.g282000.t2.1|pacid:27569275'	'glgA GlgA Glyco_transf_5 SSIII  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre17.g721500.t1.2|pacid:27571486'	'glgA GlgA Glyco_transf_5 RfaG  no original description'	T
'2.1.2.2'	'major CHO metabolism.synthesis.starch.starch synthase'	'cre06.g282000.t1.3|pacid:27569274'	'glgA GlgA Glyco_transf_5 SSIII  no original description'	T
'2.1.2.3'	'major CHO metabolism.synthesis.starch.starch branching'	'cre10.g444700.t1.1|pacid:27580246'	'GlgB PRK12313 PRK05402 PRK12568 Glycogen_branching_enzyme_like_N_term PulA   no original description'	T
'2.1.2.3'	'major CHO metabolism.synthesis.starch.starch branching'	'cre06.g289850.t1.3|pacid:27569404'	'GlgB PRK12313 PRK05402 PRK12568 Glycogen_branching_enzyme_like_N_term PulA Alpha-amylase   no original description'	T
'2.1.2.3'	'major CHO metabolism.synthesis.starch.starch branching'	'cre06.g270100.t1.3|pacid:27569198'	'GlgB PRK05402 PRK12313 PRK12568 Glycogen_branching_enzyme_like_N_term PulA   no original description'	T
'2.1.2.4'	'major CHO metabolism.synthesis.starch.debranching'	'g4436.t1|pacid:27577597'	'PulA PRK03705 GlgB Alpha-amylase Isoamylase_N_term AmyA PRK05402   no original description'	T
'2.1.2.4'	'major CHO metabolism.synthesis.starch.debranching'	'g3160.t1|pacid:27576999'	'PulA PRK03705 GlgB Isoamylase_N_term PRK12313 Alpha-amylase PRK05402 AmyA Aamy   no original description'	T
'2.1.2.4'	'major CHO metabolism.synthesis.starch.debranching'	'cre11.g476650.t1.3|pacid:27565113'	'PulA GlgB Pullulanase_N_term PRK03705   no original description'	T
'2.1.2.4'	'major CHO metabolism.synthesis.starch.debranching'	'cre17.g698850.t1.3|pacid:27572200'	'PulA PRK03705 Isoamylase_N_term   no original description'	T
'2.1.2.4'	'major CHO metabolism.synthesis.starch.debranching'	'g16951.t1|pacid:27571668'	'no original description'	T
'2.1.2.5'	'major CHO metabolism.synthesis.starch.transporter'	'cre09.g386650.t1.2|pacid:27570577'	'Mito_carr                 no original description'	T
'2.1.2.5'	'major CHO metabolism.synthesis.starch.transporter'	'cre09.g386650.t2.1|pacid:27570578'	'Mito_carr                 no original description'	T
'2.1.2.60'	'major CHO metabolism.synthesis.starch.ADP Glucose Phosphorylase'	''	''	
'2.1.2.1001'	'major CHO metabolism.synthesis.starch'	'fructose-6-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch; glycolysis; OPP.oxidative PP'	M
'2.1.2.1002'	'major CHO metabolism.synthesis.starch'	'glucose-6-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch; glycolysis; OPP.oxidative PP'	M
'2.1.2.1003'	'major CHO metabolism.synthesis.starch'	'glucose-1-p'	'cell wall synthesis.cellulose synthesis; major CHO metabolism.synthesis.sucrose; major CHO metabolism.synthesis.starch'	M
'2.1.2.1004'	'major CHO metabolism.synthesis.starch'	'adp-glucose'	'major CHO metabolism.synthesis.starch'	M
'2.2'	'major CHO metabolism.degradation'	''	''	
'2.2.1'	'major CHO metabolism.degradation.sucrose'	''	''	
'2.2.1.1'	'major CHO metabolism.degradation.sucrose.fructokinase'	'cre13.g561850.t1.1|pacid:27574164'	'bac_FRK KdgK RbsK PfkB PRK09434 ribokinase PRK11142 ribokinase_group_A ribokinase_group_B Fructoselysine_kinase_like adenosine_kinase   no original description'	T
'2.2.1.3'	'major CHO metabolism.degradation.sucrose.invertases'	''	''	
'2.2.1.3.1'	'major CHO metabolism.degradation.sucrose.invertases.neutral'	''	''	
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g501900.t1.2|pacid:27581598'	'Glyco_32 Glyco_hydro_32N SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g507029.t1.2|pacid:27582787'	'Glyco_hydro_32N Glyco_32 SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g488000.t1.2|pacid:27581623'	'Glyco_32 Glyco_hydro_32N SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g507001.t1.2|pacid:27582299'	'no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g501850.t1.3|pacid:27581254'	'Glyco_32 Glyco_hydro_32N SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g488050.t1.2|pacid:27581604'	'Glyco_32 Glyco_hydro_32N SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'g14297.t2|pacid:27573436'	'no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'g14297.t1|pacid:27573434'	'Glyco_hydro_32N Glyco_32 SacC   no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g507002.t1.2|pacid:27582031'	'no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'cre12.g507000.t1.3|pacid:27582719'	'no original description'	T
'2.2.1.3.2'	'major CHO metabolism.degradation.sucrose.invertases.cell wall'	'g14297.t3|pacid:27573435'	'no original description'	T
'2.2.1.3.3'	'major CHO metabolism.degradation.sucrose.invertases.vacuolar'	'cre12.g507001.t1.2|pacid:27582299'	'no original description'	T
'2.2.1.3.3'	'major CHO metabolism.degradation.sucrose.invertases.vacuolar'	'cre12.g507002.t1.2|pacid:27582031'	'no original description'	T
'2.2.1.3.3'	'major CHO metabolism.degradation.sucrose.invertases.vacuolar'	'cre12.g507000.t1.3|pacid:27582719'	'no original description'	T
'2.2.1.3.30'	'major CHO metabolism.degradation.sucrose.invertases.inhibitors'	''	''	
'2.2.1.4'	'major CHO metabolism.degradation.sucrose.hexokinase'	'cre02.g117500.t1.2|pacid:27574851'	'COG5026 Hexokinase_1 Hexokinase_2   no original description'	T
'2.2.1.5'	'major CHO metabolism.degradation.sucrose.Susy'	''	''	
'2.2.1.99'	'major CHO metabolism.degradation.sucrose.misc'	''	''	
'2.2.1.1001'	'major CHO metabolism.degradation.sucrose'	'fructose'	'major CHO metabolism.synthesis.sucrose; major CHO metabolism.degradation.sucrose'	M
'2.2.1.1002'	'major CHO metabolism.degradation.sucrose'	'glucose'	'cell wall degradation; major CHO metabolism.synthesis.sucrose; major CHO metabolism.degradation.starch'	M
'2.2.2'	'major CHO metabolism.degradation.starch'	'cre09.g403050.t1.3|pacid:27570798'	'no original description'	T
'2.2.2'	'major CHO metabolism.degradation.starch'	'cre03.g151000.t1.2|pacid:27577618'	'no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre08.g362450.t1.2|pacid:27563059'	'Alpha-amylase PRK09441 AmyA Aamy   no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre03.g190500.t1.2|pacid:27577463'	'Glyco_hydro_31 COG1501 PRK10658 PRK10426    no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre01.g044100.t1.2|pacid:27578730'	'Glyco_hydro_14  no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre08.g385500.t2.1|pacid:27562927'	'Alpha-amylase PRK09441 AmyA Alpha-amyl_C2   no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre08.g384750.t1.1|pacid:27563026'	'Alpha-amylase PRK09441 AmyA Aamy   no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre06.g307150.t1.3|pacid:27568827'	'Glyco_hydro_14  no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'g6066.t1|pacid:27569025'	'Glyco_hydro_14  no original description'	T
'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'	'cre08.g385500.t1.2|pacid:27562926'	'Alpha-amylase PRK09441 AmyA Alpha-amyl_C2   no original description'	T
'2.2.2.1.1'	'major CHO metabolism.degradation.starch.starch cleavage.alpha amylase'	''	''	
'2.2.2.1.2'	'major CHO metabolism.degradation.starch.starch cleavage.beta amylase'	''	''	
'2.2.2.2'	'major CHO metabolism.degradation.starch.starch phosphorylase'	'cre12.g552200.t1.2|pacid:27581594'	'Phosphorylase GlgP   no original description'	T
'2.2.2.2'	'major CHO metabolism.degradation.starch.starch phosphorylase'	'cre07.g336950.t1.1|pacid:27564307'	'Phosphorylase GlgP   no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'g7750.t1|pacid:27564752'	'no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'cre17.g719900.t1.2|pacid:27572193'	'PRK06241 PPDK_N PRK06464 PpsA  no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'cre07.g332300.t1.2|pacid:27564793'	'no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'cre07.g319300.t1.3|pacid:27563636'	'PRK06241 PPDK_N  no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'g7386.t1|pacid:27563986'	'PRK06241 PPDK_N  no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'g8522.t2|pacid:27563253'	'no original description'	T
'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'	'g8522.t1|pacid:27563254'	'no original description'	T
'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'	'g10103.t1|pacid:27569625'	'no original description'	T
'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'	'cre03.g181500.t1.2|pacid:27576043'	'Glyco_hydro_77 MalQ malQ  no original description'	T
'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'	'g1899.t1|pacid:27574752'	'Glyco_hydro_77 MalQ malQ  no original description'	T
'2.2.2.6'	'major CHO metabolism.degradation.starch.transporter'	''	''	
'2.2.2.8'	'major CHO metabolism.degradation.starch.ISA3'	''	''	
'2.2.2.9'	'major CHO metabolism.degradation.starch.limit dextrinase/ pullulanase'	''	''	
'2.2.2.10'	'major CHO metabolism.degradation.starch.laforin like phosphoglucan phosphatase (SEX4)'	''	''	
'2.2.2.1001'	'major CHO metabolism.degradation.starch'	'starch (total)'	'cell wall synthesis; major CHO metabolism.degradation.starch'	M
'2.2.2.1002'	'major CHO metabolism.degradation.starch'	'maltose'	'cell wall synthesis; major CHO metabolism.degradation.starch'	M
'2.2.2.1003'	'major CHO metabolism.degradation.starch'	'isomaltose'	'cell wall synthesis; major CHO metabolism.degradation.starch'	M
'2.2.2.1004'	'major CHO metabolism.degradation.starch'	'maltotriose'	'cell wall synthesis; major CHO metabolism.degradation.starch'	M
'2.2.10'	'major CHO metabolism.degradation.acetate metabolism'	''	''	
'2.2.10.1'	'major CHO metabolism.degradation.acetate metabolism.acetate kinase'	'cre17.g709850.t1.2|pacid:27571450'	'PRK00180 ackA Acetate_kinase PRK12379 PRK07157 PRK12440 PRK12397 PRK07058 PRK03011 COG3426  no original description'	T
'2.2.10.1'	'major CHO metabolism.degradation.acetate metabolism.acetate kinase'	'cre09.g396700.t1.2|pacid:27569750'	'ackA PRK00180 Acetate_kinase PRK07157 PRK12379 PRK12397 PRK12440 PRK07058 PRK03011 COG3426  no original description'	T
'2.2.10.2'	'major CHO metabolism.degradation.acetate metabolism.phosphate acetyltransferase'	'cre17.g699000.t2.1|pacid:27571173'	'PRK05632 eutD Pta PTA_PTB PRK07232 PRK12862 PRK12861 Pta PRK08190 PRK05805 PRK11890  no original description'	T
'2.2.10.2'	'major CHO metabolism.degradation.acetate metabolism.phosphate acetyltransferase'	'cre17.g699000.t1.2|pacid:27571174'	'PRK05632 eutD Pta PTA_PTB PRK07232 PRK12862 PRK12861 Pta PRK08190 PRK05805 PRK11890  no original description'	T
'2.2.10.2'	'major CHO metabolism.degradation.acetate metabolism.phosphate acetyltransferase'	'cre09.g396650.t1.2|pacid:27570341'	'PRK05632 eutD Pta PTA_PTB PRK07232 PRK12862 PRK12861 Pta PRK08190  no original description'	T
'2.2.10.3'	'major CHO metabolism.degradation.acetate metabolism.acetyl-CoA synthetase'	''	''	
'3'	'minor CHO metabolism'	''	''	
'3.1'	'minor CHO metabolism.raffinose family'	''	''	
'3.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases'	''	''	
'3.1.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases.known'	''	''	
'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'	''	''	
'3.1.2'	'minor CHO metabolism.raffinose family.raffinose synthases'	''	''	
'3.1.2.1'	'minor CHO metabolism.raffinose family.raffinose synthases.known'	''	''	
'3.1.2.2'	'minor CHO metabolism.raffinose family.raffinose synthases.putative'	'cre16.g666450.t3.1|pacid:27567017'	'Raffinose_syn  no original description'	T
'3.1.2.2'	'minor CHO metabolism.raffinose family.raffinose synthases.putative'	'cre16.g666450.t2.1|pacid:27567018'	'Raffinose_syn  no original description'	T
'3.1.3'	'minor CHO metabolism.raffinose family.stachyose synthases'	''	''	
'3.1.1001'	'minor CHO metabolism.raffinose family'	'raffinose'	'minor CHO metabolism.raffinose'	M
'3.1.1002'	'minor CHO metabolism.raffinose family'	'galactinol'	''	M
'3.2'	'minor CHO metabolism.trehalose'	''	''	
'3.2.1'	'minor CHO metabolism.trehalose.TPS'	'cre16.g686200.t1.3|pacid:27566464'	'Glyco_transf_20 OtsA PRK10117 Trehalose_PPase OtsB   no original description'	T
'3.2.1'	'minor CHO metabolism.trehalose.TPS'	'cre16.g662350.t1.3|pacid:27567015'	'Glyco_transf_20 OtsA PRK10117 Trehalose_PPase   no original description'	T
'3.2.1'	'minor CHO metabolism.trehalose.TPS'	'g6363.t1|pacid:27569055'	'Glyco_transf_20 OtsA Trehalose_PPase PRK10117 OtsB   no original description'	T
'3.2.2'	'minor CHO metabolism.trehalose.TPP'	'cre12.g497750.t1.2|pacid:27582077'	'Trehalose_PPase OtsB   no original description'	T
'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'	''	''	
'3.2.4'	'minor CHO metabolism.trehalose.trehalase'	'cre03.g195600.t1.2|pacid:27577706'	'Trehalase TreA   no original description'	T
'3.2.4'	'minor CHO metabolism.trehalose.trehalase'	'cre03.g195550.t1.2|pacid:27577097'	'no original description'	T
'3.2.1001'	'minor CHO metabolism.trehalose'	'trehalose'	'minor CHO metabolism.trehalose'	M
'3.3'	'minor CHO metabolism.sugar alcohols'	'cre10.g431550.t1.1|pacid:27579653'	'Tdh tdh AdhP AdhC ADH_N Qor PRK09422 PRK10083 ADH_zinc_N     no original description'	T
'3.3.1001'	'minor CHO metabolism.sugar alcohols'	'sorbitol'	'minor CHO metabolism.polyols'	M
'3.3.1002'	'minor CHO metabolism.sugar alcohols'	'mannitol'	'minor CHO metabolism.polyols'	M
